k,m
199800,0.96
199900,0.96
200000,0.98
200100,0.98
200200,1.0
200300,0.94
200400,0.96
200500,1.0
200600,0.92
200700,1.0
200800,0.9
200900,0.98
201000,0.94
201100,0.98
201200,0.98
201300,0.96
201400,0.94
201500,0.8
201600,1.0
201700,0.96
201800,1.0
201900,1.0
202000,0.9
202100,0.94
202200,0.96
202300,0.94
202400,1.0
202500,1.0
202600,0.98
202700,1.0
202800,0.96
202900,0.98
203000,0.98
203100,0.96
203200,0.98
203300,0.86
203400,0.94
203500,0.96
203600,1.0
203700,0.96
203800,0.98
203900,0.92
204000,1.0
204100,0.96
204200,0.96
204300,1.0
204400,0.92
204500,0.96
204600,0.94
204700,1.0
204800,0.98
204900,0.92
205000,0.98
205100,1.0
205200,0.98
205300,0.94
205400,0.94
205500,0.98
205600,0.98
205700,1.0
205800,1.0
205900,0.98
206000,0.88
206100,0.98
206200,1.0
206300,0.98
206400,0.94
206500,0.96
206600,0.98
206700,0.98
206800,0.96
206900,1.0
207000,1.0
207100,0.92
207200,1.0
207300,0.9
207400,0.92
207500,1.0
207600,0.94
207700,1.0
207800,0.96
207900,0.94
208000,1.0
208100,0.96
208200,0.96
208300,1.0
208400,0.96
208500,0.98
208600,1.0
208700,0.94
208800,1.0
208900,0.98
209000,1.0
209100,1.0
209200,1.0
209300,0.94
209400,0.96
209500,0.96
209600,1.0
209700,0.98
209800,1.0
209900,0.98
210000,0.98
210100,0.96
210200,0.9
210300,0.94
210400,0.98
210500,0.98
210600,0.96
210700,0.98
210800,0.98
210900,1.0
211000,0.92
211100,1.0
211200,0.98
211300,0.98
211400,1.0
211500,0.98
211600,0.94
211700,0.96
211800,0.92
211900,1.0
212000,0.98
212100,0.88
212200,0.94
212300,0.98
212400,1.0
212500,0.94
212600,1.0
212700,1.0
212800,1.0
212900,0.98
213000,0.98
213100,0.98
213200,1.0
213300,1.0
213400,1.0
213500,0.98
213600,0.98
213700,0.9
213800,1.0
213900,0.98
214000,0.98
214100,0.86
214200,0.98
214300,0.98
214400,0.96
214500,0.94
214600,0.96
214700,1.0
214800,0.98
214900,0.94
215000,1.0
215100,0.94
215200,0.96
215300,0.98
215400,0.98
215500,0.98
215600,0.98
215700,1.0
215800,0.94
215900,0.96
216000,1.0
216100,1.0
216200,1.0
216300,1.0
216400,0.98
216500,0.98
216600,0.9
216700,0.96
216800,0.98
216900,0.98
217000,0.96
217100,0.96
217200,0.98
217300,0.98
217400,0.96
217500,1.0
217600,0.96
217700,1.0
217800,0.98
217900,1.0
218000,0.94
218100,0.98
218200,0.98
218300,1.0
218400,0.98
218500,0.94
218600,0.94
218700,1.0
218800,0.98
218900,0.94
219000,0.9
219100,0.94
219200,1.0
219300,0.98
219400,1.0
219500,0.92
219600,1.0
219700,0.98
219800,0.94
219900,1.0
220000,0.9
220100,1.0
220200,0.98
220300,0.96
220400,0.98
220500,0.92
220600,1.0
220700,1.0
220800,0.92
220900,1.0
221000,0.98
221100,0.96
221200,0.94
221300,0.98
221400,0.92
221500,0.96
221600,1.0
221700,0.94
221800,0.96
221900,0.9
222000,0.94
222100,0.96
222200,1.0
222300,0.98
222400,0.98
222500,1.0
222600,0.98
222700,0.98
222800,0.96
222900,0.98
223000,0.92
223100,0.92
223200,0.98
223300,1.0
223400,1.0
223500,0.96
223600,0.94
223700,1.0
223800,1.0
223900,0.98
224000,0.92
224100,0.98
224200,1.0
224300,0.98
224400,0.92
224500,0.98
224600,1.0
224700,0.98
224800,1.0
224900,1.0
225000,0.96
225100,1.0
225200,1.0
225300,0.98
225400,1.0
225500,0.98
225600,0.92
225700,0.98
225800,0.94
225900,0.82
226000,1.0
226100,0.92
226200,1.0
226300,1.0
226400,1.0
226500,0.94
226600,1.0
226700,0.94
226800,1.0
226900,1.0
227000,0.94
227100,0.98
227200,0.98
227300,1.0
227400,1.0
227500,1.0
227600,1.0
227700,0.96
227800,0.96
227900,0.98
228000,0.96
228100,1.0
228200,0.92
228300,0.98
228400,0.94
228500,1.0
228600,0.94
228700,1.0
228800,1.0
228900,1.0
229000,0.98
229100,1.0
229200,0.92
229300,0.96
229400,0.92
229500,1.0
229600,1.0
229700,1.0
229800,0.92
229900,0.98
230000,1.0
230100,0.94
230200,0.92
230300,0.96
230400,0.98
230500,0.98
230600,0.98
230700,1.0
230800,1.0
230900,0.98
231000,0.98
231100,0.98
231200,1.0
231300,1.0
231400,0.9
231500,0.96
231600,0.98
231700,0.94
231800,1.0
231900,0.98
232000,0.94
232100,0.96
232200,1.0
232300,0.94
232400,0.98
232500,0.98
232600,1.0
232700,1.0
232800,0.92
232900,1.0
233000,0.98
233100,0.94
233200,0.98
233300,0.96
233400,1.0
233500,0.96
233600,1.0
233700,0.98
233800,0.98
233900,0.96
234000,0.98
234100,0.98
234200,0.96
234300,0.98
234400,0.96
234500,0.96
234600,0.98
234700,0.96
234800,0.96
234900,1.0
235000,1.0
235100,0.98
235200,0.94
235300,0.96
235400,1.0
235500,1.0
235600,1.0
235700,0.98
235800,0.94
235900,0.96
236000,0.96
236100,1.0
236200,0.98
236300,0.98
236400,0.98
236500,0.94
236600,1.0
236700,0.94
236800,0.96
236900,0.92
237000,0.96
237100,0.84
237200,0.96
237300,0.96
237400,0.96
237500,1.0
237600,0.98
237700,0.96
237800,0.96
237900,0.98
238000,0.98
238100,0.98
238200,0.98
238300,0.98
238400,1.0
238500,1.0
238600,1.0
238700,1.0
238800,0.98
238900,0.88
239000,0.88
239100,0.86
239200,1.0
239300,0.94
239400,1.0
239500,0.98
239600,0.98
239700,1.0
239800,0.98
239900,0.92
240000,1.0
240100,1.0
240200,1.0
240300,0.98
240400,1.0
240500,0.98
240600,1.0
240700,1.0
240800,0.9
240900,0.98
241000,1.0
241100,0.96
241200,1.0
241300,0.98
241400,0.98
241500,0.98
241600,1.0
241700,1.0
241800,0.92
241900,0.94
242000,0.98
242100,1.0
242200,0.98
242300,1.0
242400,1.0
242500,0.98
242600,0.98
242700,0.94
242800,0.98
242900,1.0
243000,0.98
243100,0.96
243200,0.98
243300,0.94
243400,1.0
243500,0.98
243600,1.0
243700,0.98
243800,1.0
243900,0.98
244000,0.94
244100,0.96
244200,1.0
244300,0.98
244400,0.96
244500,1.0
244600,0.96
244700,0.94
244800,1.0
244900,0.96
245000,0.84
245100,0.92
245200,0.98
245300,1.0
245400,0.98
245500,0.96
245600,0.96
245700,0.96
245800,0.98
245900,0.96
246000,0.9
246100,1.0
246200,0.96
246300,0.94
246400,0.92
246500,0.92
246600,0.96
246700,0.96
246800,0.98
246900,0.98
247000,0.98
247100,1.0
247200,0.92
247300,0.9
247400,0.96
247500,1.0
247600,0.98
247700,1.0
247800,0.98
247900,0.94
248000,0.98
248100,0.96
248200,0.9
248300,0.98
248400,0.98
248500,0.9
248600,1.0
248700,0.98
248800,1.0
248900,1.0
249000,1.0
249100,1.0
249200,1.0
249300,0.98
249400,0.98
249500,0.98
249600,0.98
249700,0.96
249800,1.0
249900,0.94
250000,0.98
250100,1.0
250200,0.9
250300,0.98
250400,1.0
250500,0.96
250600,1.0
250700,1.0
250800,1.0
250900,0.98
251000,0.94
251100,0.88
251200,0.98
251300,1.0
251400,0.94
251500,0.96
251600,0.98
251700,0.96
251800,1.0
251900,1.0
252000,1.0
252100,1.0
252200,0.88
252300,1.0
252400,0.92
252500,0.98
252600,1.0
252700,0.98
252800,1.0
252900,0.98
253000,0.98
253100,1.0
253200,0.98
253300,0.96
253400,1.0
253500,0.94
253600,0.98
253700,0.98
253800,0.92
253900,0.86
254000,0.98
254100,0.96
254200,1.0
254300,0.98
254400,1.0
254500,0.96
254600,1.0
254700,0.94
254800,0.96
254900,0.92
255000,0.96
255100,1.0
255200,1.0
255300,1.0
255400,0.96
255500,0.98
255600,0.98
255700,0.98
255800,1.0
255900,0.94
256000,0.94
256100,1.0
256200,0.96
256300,0.96
256400,0.98
256500,0.96
256600,0.96
256700,0.98
256800,0.98
256900,0.94
257000,0.98
257100,0.96
257200,0.96
257300,1.0
257400,0.98
257500,0.96
257600,0.96
257700,0.96
257800,0.96
257900,1.0
258000,1.0
258100,0.92
258200,0.94
258300,1.0
258400,0.96
258500,0.96
258600,0.94
258700,0.88
258800,1.0
258900,0.98
259000,1.0
259100,1.0
259200,0.86
259300,1.0
259400,0.98
259500,1.0
259600,0.96
259700,1.0
259800,0.88
259900,0.96
260000,0.96
260100,0.94
260200,0.94
260300,0.98
260400,1.0
260500,0.9
260600,1.0
260700,1.0
260800,0.98
260900,1.0
261000,1.0
261100,1.0
261200,0.98
261300,0.98
261400,1.0
261500,0.88
261600,0.94
261700,0.8
261800,0.98
261900,0.98
262000,0.96
262100,1.0
262200,1.0
262300,1.0
262400,0.98
262500,0.76
262600,0.92
262700,1.0
262800,0.98
262900,1.0
263000,0.98
263100,1.0
263200,0.94
263300,0.98
263400,0.96
263500,0.98
263600,0.98
263700,0.98
263800,0.92
263900,0.96
264000,1.0
264100,0.94
264200,0.94
264300,0.96
264400,0.98
264500,0.98
264600,0.94
264700,0.96
264800,1.0
264900,1.0
265000,0.98
265100,1.0
265200,0.98
265300,0.96
265400,0.98
265500,0.96
265600,0.96
265700,0.98
265800,0.94
265900,0.98
266000,0.98
266100,1.0
266200,0.94
266300,1.0
266400,1.0
266500,0.98
266600,0.94
266700,0.96
266800,0.98
266900,0.96
267000,0.96
267100,0.96
267200,0.98
267300,1.0
267400,1.0
267500,0.94
267600,1.0
267700,1.0
267800,0.98
267900,1.0
268000,0.96
268100,0.98
268200,0.98
268300,1.0
268400,0.94
268500,0.98
268600,1.0
268700,0.92
268800,0.98
268900,0.98
269000,1.0
269100,0.88
269200,1.0
269300,0.96
269400,1.0
269500,1.0
269600,1.0
269700,1.0
269800,0.92
269900,0.98
270000,0.98
270100,0.98
270200,0.94
270300,0.98
270400,0.98
270500,1.0
270600,1.0
270700,0.98
270800,0.96
270900,0.88
271000,0.98
271100,0.98
271200,0.92
271300,0.98
271400,1.0
271500,0.96
271600,0.98
271700,1.0
271800,0.98
271900,0.96
272000,0.98
272100,1.0
272200,0.96
272300,1.0
272400,0.98
272500,0.96
272600,1.0
272700,0.98
272800,0.94
272900,0.92
273000,0.96
273100,0.96
273200,1.0
273300,1.0
273400,0.94
273500,1.0
273600,0.98
273700,1.0
273800,0.98
273900,0.96
274000,0.92
274100,1.0
274200,0.88
274300,1.0
274400,0.98
274500,0.98
274600,0.94
274700,0.92
274800,1.0
274900,1.0
275000,1.0
275100,0.92
275200,0.98
275300,0.98
275400,1.0
275500,1.0
275600,1.0
275700,0.96
275800,0.92
275900,0.9
276000,0.92
276100,0.96
276200,1.0
276300,0.96
276400,1.0
276500,0.98
276600,1.0
276700,0.98
276800,1.0
276900,1.0
277000,1.0
277100,0.96
277200,0.96
277300,0.98
277400,1.0
277500,0.98
277600,0.98
277700,0.94
277800,0.98
277900,1.0
278000,0.96
278100,1.0
278200,1.0
278300,1.0
278400,0.96
278500,1.0
278600,0.96
278700,1.0
278800,1.0
278900,0.98
279000,1.0
279100,0.98
279200,0.98
279300,0.98
279400,0.98
279500,1.0
279600,1.0
279700,1.0
279800,0.96
279900,0.94
280000,1.0
280100,0.98
280200,0.94
280300,0.98
280400,0.98
280500,1.0
280600,0.94
280700,0.98
280800,0.88
280900,0.96
281000,0.96
281100,0.94
281200,0.92
281300,0.98
281400,0.96
281500,0.98
281600,0.98
281700,1.0
281800,1.0
281900,0.94
282000,1.0
282100,1.0
282200,0.98
282300,0.98
282400,0.9
282500,0.94
282600,1.0
282700,1.0
282800,0.96
282900,0.92
283000,1.0
283100,0.98
283200,0.94
283300,0.92
283400,1.0
283500,0.9
283600,1.0
283700,0.96
283800,0.98
283900,0.92
284000,0.98
284100,1.0
284200,0.96
284300,0.98
284400,0.82
284500,0.98
284600,0.96
284700,0.94
284800,0.96
284900,0.96
285000,0.98
285100,0.98
285200,1.0
285300,1.0
285400,0.96
285500,0.96
285600,0.92
285700,1.0
285800,0.98
285900,0.98
286000,0.98
286100,1.0
286200,0.94
286300,0.92
286400,1.0
286500,1.0
286600,0.98
286700,0.96
286800,1.0
286900,0.96
287000,0.88
287100,0.98
287200,0.96
287300,1.0
287400,1.0
287500,0.98
287600,0.98
287700,0.98
287800,0.98
287900,0.9
288000,1.0
288100,0.98
288200,0.92
288300,0.98
288400,0.96
288500,0.98
288600,0.92
288700,0.98
288800,0.98
288900,1.0
289000,0.98
289100,0.98
289200,0.98
289300,1.0
289400,1.0
289500,0.96
289600,0.98
289700,0.96
289800,1.0
289900,0.96
290000,0.96
290100,0.94
290200,0.96
290300,0.96
290400,0.98
290500,1.0
290600,0.98
290700,1.0
290800,0.98
290900,0.98
291000,0.94
291100,1.0
291200,0.94
291300,1.0
291400,0.98
291500,1.0
291600,0.98
291700,0.9
291800,0.98
291900,0.98
292000,1.0
292100,0.94
292200,0.98
292300,0.96
292400,0.96
292500,1.0
292600,0.9
292700,1.0
292800,1.0
292900,0.98
293000,0.98
293100,0.94
293200,0.92
293300,0.94
293400,0.94
293500,0.94
293600,0.94
293700,0.96
293800,1.0
293900,0.94
294000,0.98
294100,0.98
294200,0.9
294300,0.98
294400,1.0
294500,0.96
294600,1.0
294700,0.98
294800,0.96
294900,1.0
295000,0.92
295100,1.0
295200,1.0
295300,0.98
295400,1.0
295500,0.98
295600,0.98
295700,1.0
295800,0.98
295900,0.98
296000,1.0
296100,0.98
296200,0.96
296300,1.0
296400,1.0
296500,0.92
296600,0.96
296700,0.96
296800,0.98
296900,0.98
297000,0.94
297100,0.98
297200,0.98
297300,0.98
297400,0.96
297500,0.98
297600,0.96
297700,0.88
297800,0.96
297900,0.94
298000,1.0
298100,1.0
298200,1.0
298300,0.9
298400,0.84
298500,1.0
298600,1.0
298700,0.98
298800,0.96
298900,1.0
299000,0.98
299100,1.0
299200,0.98
299300,0.98
299400,1.0
299500,0.9
299600,0.98
299700,0.96
299800,1.0
299900,0.96
300000,1.0
300100,1.0
300200,0.96
300300,0.98
300400,0.98
300500,1.0
300600,0.96
300700,1.0
300800,1.0
300900,0.98
301000,0.98
301100,1.0
301200,1.0
301300,1.0
301400,0.96
301500,0.92
301600,0.98
301700,0.98
301800,1.0
301900,0.98
302000,1.0
302100,1.0
302200,0.96
302300,1.0
302400,0.96
302500,1.0
302600,1.0
302700,0.98
302800,1.0
302900,0.86
303000,0.98
303100,0.98
303200,1.0
303300,1.0
303400,0.98
303500,0.9
303600,1.0
303700,0.96
303800,0.96
303900,0.94
304000,1.0
304100,0.94
304200,0.98
304300,1.0
304400,1.0
304500,0.96
304600,1.0
304700,0.98
304800,0.98
304900,0.98
305000,1.0
305100,1.0
305200,0.98
305300,0.88
305400,0.92
305500,0.98
305600,0.98
305700,0.9
305800,1.0
305900,0.94
306000,0.96
306100,0.94
306200,0.98
306300,1.0
306400,0.96
306500,1.0
306600,0.98
306700,0.98
306800,0.98
306900,0.98
307000,0.96
307100,1.0
307200,0.98
307300,0.98
307400,1.0
307500,0.92
307600,0.98
307700,0.98
307800,1.0
307900,0.98
308000,1.0
308100,0.96
308200,1.0
308300,0.96
308400,1.0
308500,1.0
308600,0.98
308700,0.96
308800,0.94
308900,0.98
309000,0.94
309100,1.0
309200,1.0
309300,0.98
309400,0.98
309500,1.0
309600,0.96
309700,1.0
309800,0.98
309900,0.98
310000,1.0
310100,0.98
310200,0.96
310300,0.96
310400,1.0
310500,1.0
310600,1.0
310700,0.98
310800,0.98
310900,1.0
311000,0.92
311100,0.9
311200,1.0
311300,0.96
311400,0.98
311500,0.98
311600,0.98
311700,0.98
311800,1.0
311900,1.0
312000,0.98
312100,0.98
312200,1.0
312300,1.0
312400,1.0
312500,0.98
312600,0.98
312700,0.96
312800,0.96
312900,1.0
313000,1.0
313100,1.0
313200,1.0
313300,0.94
313400,0.98
313500,0.98
313600,0.86
313700,1.0
313800,1.0
313900,0.94
314000,0.96
314100,1.0
314200,1.0
314300,0.94
314400,0.96
314500,0.96
314600,1.0
314700,0.98
314800,0.98
314900,1.0
315000,1.0
315100,0.96
315200,0.98
315300,0.98
315400,1.0
315500,0.96
315600,0.98
315700,0.98
315800,0.98
315900,0.98
316000,0.96
316100,0.94
316200,1.0
316300,0.96
316400,1.0
316500,1.0
316600,1.0
316700,0.98
316800,0.88
316900,0.98
317000,0.94
317100,0.98
317200,1.0
317300,1.0
317400,0.96
317500,0.98
317600,1.0
317700,1.0
317800,0.98
317900,0.86
318000,0.98
318100,1.0
318200,0.94
318300,0.98
318400,0.98
318500,0.9
318600,1.0
318700,1.0
318800,0.94
318900,1.0
319000,0.98
319100,1.0
319200,0.98
319300,0.98
319400,1.0
319500,0.94
319600,1.0
319700,0.9
319800,1.0
319900,0.98
320000,0.98
320100,0.92
320200,1.0
320300,1.0
320400,0.98
320500,1.0
320600,0.94
320700,0.96
320800,0.98
320900,0.96
321000,0.98
321100,0.96
321200,1.0
321300,0.94
321400,0.98
321500,0.98
321600,0.86
321700,0.98
321800,0.98
321900,1.0
322000,1.0
322100,1.0
322200,0.96
322300,0.96
322400,0.88
322500,1.0
322600,1.0
322700,0.94
322800,0.94
322900,0.92
323000,1.0
323100,0.9
323200,0.98
323300,0.96
323400,0.96
323500,1.0
323600,0.96
323700,1.0
323800,1.0
323900,0.94
324000,1.0
324100,0.96
324200,0.98
324300,0.96
324400,1.0
324500,1.0
324600,0.96
324700,0.94
324800,0.98
324900,1.0
325000,1.0
325100,0.94
325200,0.98
325300,1.0
325400,1.0
325500,1.0
325600,0.96
325700,0.98
325800,0.96
325900,0.96
326000,1.0
326100,0.86
326200,1.0
326300,1.0
326400,0.96
326500,0.98
326600,0.88
326700,0.98
326800,0.94
326900,0.98
327000,0.96
327100,1.0
327200,0.98
327300,0.98
327400,1.0
327500,0.96
327600,1.0
327700,1.0
327800,1.0
327900,1.0
328000,0.98
328100,1.0
328200,1.0
328300,0.98
328400,1.0
328500,1.0
328600,0.96
328700,1.0
328800,1.0
328900,0.96
329000,0.9
329100,0.92
329200,0.98
329300,0.98
329400,0.98
329500,1.0
329600,0.96
329700,0.74
329800,1.0
329900,1.0
330000,0.92
330100,0.86
330200,1.0
330300,0.96
330400,0.96
330500,0.98
330600,1.0
330700,0.94
330800,0.96
330900,0.96
331000,0.98
331100,0.96
331200,0.98
331300,0.94
331400,1.0
331500,0.98
331600,0.92
331700,0.96
331800,1.0
331900,0.86
332000,0.98
332100,0.98
332200,1.0
332300,1.0
332400,0.96
332500,0.98
332600,0.96
332700,1.0
332800,0.96
332900,0.96
333000,1.0
333100,0.98
333200,0.98
333300,0.98
333400,0.98
333500,0.88
333600,0.94
333700,0.98
333800,0.98
333900,0.98
334000,1.0
334100,1.0
334200,0.94
334300,0.98
334400,0.98
334500,0.96
334600,0.92
334700,0.98
334800,0.98
334900,0.94
335000,1.0
335100,0.98
335200,0.96
335300,0.94
335400,1.0
335500,1.0
335600,0.98
335700,0.96
335800,1.0
335900,1.0
336000,0.94
336100,0.94
336200,1.0
336300,0.98
336400,1.0
336500,0.98
336600,0.98
336700,0.88
336800,0.92
336900,0.96
337000,1.0
337100,0.98
337200,1.0
337300,1.0
337400,0.96
337500,1.0
337600,0.98
337700,0.98
337800,0.98
337900,1.0
338000,0.92
338100,0.96
338200,1.0
338300,0.98
338400,1.0
338500,0.94
338600,0.98
338700,0.96
338800,0.92
338900,0.92
339000,1.0
339100,0.96
339200,0.98
339300,0.98
339400,0.98
339500,0.86
339600,1.0
339700,1.0
339800,0.98
339900,0.98
340000,0.98
340100,0.98
340200,0.96
340300,0.76
340400,0.98
340500,1.0
340600,0.98
340700,1.0
340800,1.0
340900,0.98
341000,0.98
341100,0.96
341200,0.98
341300,1.0
341400,0.92
341500,0.96
341600,0.98
341700,0.94
341800,0.98
341900,0.94
342000,0.94
342100,1.0
342200,1.0
342300,0.96
342400,0.86
342500,0.96
342600,0.9
342700,0.88
342800,0.92
342900,1.0
343000,1.0
343100,0.98
343200,1.0
343300,1.0
343400,1.0
343500,0.96
343600,1.0
343700,1.0
343800,0.92
343900,0.98
344000,0.98
344100,0.96
344200,1.0
344300,1.0
344400,0.98
344500,0.98
344600,0.92
344700,0.96
344800,0.94
344900,1.0
345000,0.98
345100,0.96
345200,1.0
345300,0.66
345400,1.0
345500,0.98
345600,0.98
345700,1.0
345800,0.98
345900,0.96
346000,0.94
346100,1.0
346200,1.0
346300,1.0
346400,0.98
346500,0.96
346600,0.98
346700,0.96
346800,0.98
346900,0.98
347000,0.98
347100,0.98
347200,1.0
347300,0.94
347400,1.0
347500,0.96
347600,1.0
347700,0.88
347800,0.92
347900,1.0
348000,1.0
348100,1.0
348200,0.92
348300,0.96
348400,0.96
348500,0.94
348600,0.98
348700,1.0
348800,0.94
348900,1.0
349000,0.96
349100,1.0
349200,0.94
349300,1.0
349400,0.98
349500,0.96
349600,1.0
349700,0.96
349800,1.0
349900,0.84
350000,0.98
350100,0.96
350200,1.0
350300,0.98
350400,0.94
350500,0.94
350600,1.0
350700,0.98
350800,0.88
350900,0.98
351000,0.94
351100,1.0
351200,1.0
351300,1.0
351400,1.0
351500,0.98
351600,0.98
351700,0.98
351800,1.0
351900,1.0
352000,0.94
352100,0.98
352200,0.96
352300,0.98
352400,0.96
352500,0.98
352600,0.96
352700,0.98
352800,0.96
352900,1.0
353000,1.0
353100,0.98
353200,0.94
353300,1.0
353400,1.0
353500,1.0
353600,0.98
353700,1.0
353800,1.0
353900,0.96
354000,0.96
354100,1.0
354200,0.98
354300,0.96
354400,0.98
354500,0.98
354600,0.96
354700,0.98
354800,1.0
354900,0.98
355000,1.0
355100,0.96
355200,1.0
355300,1.0
355400,0.96
355500,1.0
355600,0.96
355700,0.94
355800,0.96
355900,0.94
356000,0.96
356100,1.0
356200,0.98
356300,0.98
356400,0.98
356500,0.9
356600,1.0
356700,0.96
356800,0.98
356900,0.98
357000,1.0
357100,0.94
357200,0.94
357300,0.96
357400,0.9
357500,0.96
357600,0.88
357700,1.0
357800,0.94
357900,0.96
358000,0.84
358100,0.98
358200,0.98
358300,0.96
358400,0.74
358500,1.0
358600,0.96
358700,0.98
358800,1.0
358900,1.0
359000,1.0
359100,0.9
359200,0.94
359300,0.92
359400,0.94
359500,1.0
359600,1.0
359700,0.96
359800,1.0
359900,1.0
360000,1.0
360100,0.98
360200,0.92
360300,0.98
360400,0.94
360500,1.0
360600,1.0
360700,0.98
360800,0.94
360900,0.92
361000,1.0
361100,0.94
361200,1.0
361300,0.92
361400,0.86
361500,0.98
361600,0.92
361700,0.96
361800,0.98
361900,0.94
362000,0.98
362100,0.96
362200,1.0
362300,0.98
362400,1.0
362500,1.0
362600,1.0
362700,0.98
362800,0.98
362900,0.94
363000,1.0
363100,0.96
363200,0.96
363300,0.96
363400,0.96
363500,1.0
363600,0.98
363700,0.98
363800,0.9
363900,1.0
364000,1.0
364100,0.7
364200,0.98
364300,0.98
364400,0.94
364500,0.98
364600,1.0
364700,0.98
364800,1.0
364900,0.9
365000,0.98
365100,0.96
365200,0.92
365300,0.96
365400,1.0
365500,0.94
365600,0.98
365700,0.94
365800,1.0
365900,0.98
366000,0.98
366100,0.92
366200,0.96
366300,0.96
366400,0.9
366500,1.0
366600,0.88
366700,0.98
366800,0.94
366900,0.94
367000,0.94
367100,0.94
367200,1.0
367300,0.92
367400,1.0
367500,0.98
367600,1.0
367700,0.98
367800,0.92
367900,0.96
368000,0.96
368100,0.96
368200,0.98
368300,1.0
368400,0.96
368500,1.0
368600,0.86
368700,1.0
368800,0.98
368900,0.98
369000,1.0
369100,0.98
369200,1.0
369300,0.96
369400,0.96
369500,0.98
369600,0.98
369700,1.0
369800,0.92
369900,1.0
370000,1.0
370100,0.84
370200,0.96
370300,0.92
370400,1.0
370500,0.96
370600,0.98
370700,1.0
370800,0.92
370900,0.92
371000,0.98
371100,0.9
371200,0.98
371300,0.94
371400,0.94
371500,1.0
371600,0.96
371700,1.0
371800,0.98
371900,1.0
372000,1.0
372100,1.0
372200,0.98
372300,0.9
372400,1.0
372500,1.0
372600,0.94
372700,1.0
372800,0.96
372900,0.98
373000,0.94
373100,0.98
373200,0.94
373300,0.98
373400,1.0
373500,0.96
373600,1.0
373700,0.94
373800,0.98
373900,1.0
374000,0.98
374100,0.94
374200,1.0
374300,1.0
374400,0.98
374500,1.0
374600,0.96
374700,1.0
374800,1.0
374900,0.98
375000,0.96
375100,0.98
375200,0.96
375300,0.98
375400,1.0
375500,0.98
375600,0.98
375700,1.0
375800,0.96
375900,0.88
376000,0.98
376100,0.94
376200,0.96
376300,1.0
376400,1.0
376500,1.0
376600,0.98
376700,1.0
376800,0.98
376900,1.0
377000,1.0
377100,0.98
377200,1.0
377300,0.98
377400,0.94
377500,1.0
377600,0.96
377700,0.82
377800,0.96
377900,0.98
378000,1.0
378100,0.98
378200,0.98
378300,1.0
378400,1.0
378500,1.0
378600,0.98
378700,1.0
378800,0.96
378900,0.98
379000,0.94
379100,0.86
379200,0.98
379300,0.96
379400,0.94
379500,1.0
379600,0.96
379700,0.9
379800,1.0
379900,0.92
380000,1.0
380100,0.9
380200,0.92
380300,1.0
380400,1.0
380500,0.98
380600,0.96
380700,0.98
380800,0.94
380900,0.98
381000,0.98
381100,0.92
381200,1.0
381300,0.94
381400,0.96
381500,1.0
381600,0.98
381700,0.98
381800,0.98
381900,0.96
382000,1.0
382100,1.0
382200,0.96
382300,0.92
382400,1.0
382500,0.98
382600,1.0
382700,1.0
382800,0.94
382900,0.96
383000,1.0
383100,1.0
383200,0.96
383300,0.98
383400,0.92
383500,1.0
383600,1.0
383700,0.96
383800,0.94
383900,0.94
384000,0.96
384100,0.96
384200,0.98
384300,0.92
384400,0.96
384500,0.94
384600,1.0
384700,1.0
384800,1.0
384900,1.0
385000,0.9
385100,1.0
385200,0.96
385300,1.0
385400,1.0
385500,0.98
385600,0.96
385700,1.0
385800,0.96
385900,0.98
386000,0.98
386100,1.0
386200,0.98
386300,0.94
386400,1.0
386500,0.96
386600,0.86
386700,0.94
386800,1.0
386900,1.0
387000,1.0
387100,0.96
387200,0.96
387300,0.98
387400,0.98
387500,1.0
387600,0.98
387700,1.0
387800,0.98
387900,0.98
388000,0.98
388100,1.0
388200,0.98
388300,0.96
388400,0.96
388500,1.0
388600,0.96
388700,0.9
388800,1.0
388900,0.96
389000,0.96
389100,0.96
389200,0.96
389300,0.98
389400,0.98
389500,0.96
389600,0.96
389700,1.0
389800,1.0
389900,0.98
390000,0.98
390100,0.94
390200,0.98
390300,1.0
390400,0.98
390500,0.96
390600,0.92
390700,0.94
390800,0.94
390900,0.98
391000,1.0
391100,0.98
391200,0.98
391300,0.98
391400,0.98
391500,0.98
391600,0.98
391700,1.0
391800,1.0
391900,0.98
392000,0.98
392100,0.98
392200,1.0
392300,0.96
392400,1.0
392500,0.9
392600,1.0
392700,0.96
392800,1.0
392900,0.98
393000,0.98
393100,1.0
393200,0.96
393300,0.96
393400,0.82
393500,1.0
393600,0.96
393700,1.0
393800,1.0
393900,0.96
394000,0.98
394100,1.0
394200,0.96
394300,1.0
394400,1.0
394500,0.98
394600,0.98
394700,1.0
394800,1.0
394900,0.98
395000,0.94
395100,1.0
395200,0.96
395300,0.98
395400,1.0
395500,0.98
395600,1.0
395700,0.96
395800,1.0
