k,m
1870200,-0.96
1870300,-1.0
1870400,-0.9
1870500,-1.0
1870600,-0.9
1870700,-0.96
1870800,-0.98
1870900,-0.94
1871000,-1.0
1871100,-0.96
1871200,-1.0
1871300,-0.98
1871400,-0.96
1871500,-0.94
1871600,-0.96
1871700,-1.0
1871800,-0.78
1871900,-0.94
1872000,-0.98
1872100,-0.96
1872200,-0.94
1872300,-1.0
1872400,-1.0
1872500,-0.94
1872600,-0.96
1872700,-0.98
1872800,-0.98
1872900,-0.96
1873000,-0.98
1873100,-0.94
1873200,-1.0
1873300,-1.0
1873400,-0.98
1873500,-0.98
1873600,-1.0
1873700,-1.0
1873800,-1.0
1873900,-1.0
1874000,-1.0
1874100,-1.0
1874200,-0.8
1874300,-0.96
1874400,-0.94
1874500,-0.98
1874600,-0.98
1874700,-0.96
1874800,-0.92
1874900,-1.0
1875000,-1.0
1875100,-0.88
1875200,-0.98
1875300,-1.0
1875400,-0.78
1875500,-0.94
1875600,-0.98
1875700,-1.0
1875800,-0.94
1875900,-0.98
1876000,-0.98
1876100,-0.98
1876200,-0.96
1876300,-1.0
1876400,-0.9
1876500,-1.0
1876600,-0.96
1876700,-1.0
1876800,-0.96
1876900,-1.0
1877000,-1.0
1877100,-0.98
1877200,-0.94
1877300,-0.96
1877400,-0.98
1877500,-1.0
1877600,-0.96
1877700,-0.98
1877800,-0.98
1877900,-0.98
1878000,-0.98
1878100,-0.94
1878200,-0.96
1878300,-0.98
1878400,-0.98
1878500,-0.94
1878600,-1.0
1878700,-1.0
1878800,-0.96
1878900,-1.0
1879000,-0.96
1879100,-0.98
1879200,-0.94
1879300,-0.9
1879400,-0.96
1879500,-0.98
1879600,-1.0
1879700,-1.0
1879800,-1.0
1879900,-1.0
1880000,-0.88
1880100,-0.98
1880200,-0.96
1880300,-1.0
1880400,-0.96
1880500,-0.96
1880600,-0.94
1880700,-0.94
1880800,-0.96
1880900,-0.94
1881000,-0.98
1881100,-1.0
1881200,-0.96
1881300,-0.98
1881400,-1.0
1881500,-0.92
1881600,-0.9
1881700,-0.96
1881800,-0.92
1881900,-0.94
1882000,-0.94
1882100,-0.98
1882200,-0.98
1882300,-1.0
1882400,-1.0
1882500,-1.0
1882600,-0.98
1882700,-1.0
1882800,-1.0
1882900,-0.98
1883000,-0.98
1883100,-0.94
1883200,-1.0
1883300,-1.0
1883400,-0.96
1883500,-1.0
1883600,-0.96
1883700,-0.96
1883800,-0.92
1883900,-0.98
1884000,-0.94
1884100,-1.0
1884200,-0.98
1884300,-1.0
1884400,-0.92
1884500,-0.98
1884600,-0.98
1884700,-0.86
1884800,-0.98
1884900,-0.94
1885000,-1.0
1885100,-1.0
1885200,-1.0
1885300,-1.0
1885400,-0.98
1885500,-0.98
1885600,-0.88
1885700,-0.78
1885800,-0.98
1885900,-0.98
1886000,-0.98
1886100,-0.98
1886200,-1.0
1886300,-0.98
1886400,-0.98
1886500,-1.0
1886600,-1.0
1886700,-0.98
1886800,-0.98
1886900,-1.0
1887000,-1.0
1887100,-0.82
1887200,-0.92
1887300,-0.98
1887400,-0.96
1887500,-0.96
1887600,-0.94
1887700,-0.96
1887800,-0.96
1887900,-0.98
1888000,-0.92
1888100,-0.96
1888200,-1.0
1888300,-0.88
1888400,-0.98
1888500,-0.96
1888600,-0.98
1888700,-1.0
1888800,-0.98
1888900,-1.0
1889000,-0.96
1889100,-0.88
1889200,-0.94
1889300,-0.98
1889400,-1.0
1889500,-1.0
1889600,-0.92
1889700,-0.94
1889800,-0.98
1889900,-1.0
1890000,-0.98
1890100,-1.0
1890200,-1.0
1890300,-0.98
1890400,-1.0
1890500,-1.0
1890600,-0.96
1890700,-0.96
1890800,-1.0
1890900,-0.98
1891000,-0.98
1891100,-0.98
1891200,-1.0
1891300,-0.98
1891400,-0.98
1891500,-1.0
1891600,-0.96
1891700,-1.0
1891800,-1.0
1891900,-1.0
1892000,-1.0
1892100,-0.98
1892200,-0.94
1892300,-1.0
1892400,-1.0
1892500,-0.98
1892600,-0.9
1892700,-0.96
1892800,-0.98
1892900,-0.98
1893000,-1.0
1893100,-1.0
1893200,-1.0
1893300,-0.92
1893400,-1.0
1893500,-0.98
1893600,-1.0
1893700,-0.94
1893800,-1.0
1893900,-0.94
1894000,-0.98
1894100,-0.96
1894200,-0.98
1894300,-1.0
1894400,-0.96
1894500,-0.98
1894600,-1.0
1894700,-0.98
1894800,-0.84
1894900,-0.96
1895000,-0.98
1895100,-0.92
1895200,-0.98
1895300,-1.0
1895400,-1.0
1895500,-0.92
1895600,-0.96
1895700,-1.0
1895800,-1.0
1895900,-0.92
1896000,-0.96
1896100,-0.98
1896200,-0.94
1896300,-1.0
1896400,-1.0
1896500,-0.96
1896600,-0.96
1896700,-0.96
1896800,-1.0
1896900,-1.0
1897000,-0.94
1897100,-0.94
1897200,-0.98
1897300,-0.96
1897400,-0.94
1897500,-0.98
1897600,-0.98
1897700,-0.88
1897800,-1.0
1897900,-0.98
1898000,-1.0
1898100,-1.0
1898200,-1.0
1898300,-0.96
1898400,-0.98
1898500,-0.94
1898600,-1.0
1898700,-1.0
1898800,-0.96
1898900,-0.98
1899000,-1.0
1899100,-0.88
1899200,-0.9
1899300,-0.98
1899400,-1.0
1899500,-1.0
1899600,-1.0
1899700,-1.0
1899800,-0.92
1899900,-0.94
1900000,-0.98
1900100,-0.96
1900200,-0.98
1900300,-1.0
1900400,-0.92
1900500,-0.98
1900600,-0.9
1900700,-0.94
1900800,-1.0
1900900,-0.98
1901000,-0.94
1901100,-0.96
1901200,-1.0
1901300,-0.98
1901400,-0.96
1901500,-1.0
1901600,-0.96
1901700,-1.0
1901800,-0.96
1901900,-1.0
1902000,-1.0
1902100,-1.0
1902200,-1.0
1902300,-0.98
1902400,-0.94
1902500,-0.98
1902600,-1.0
1902700,-1.0
1902800,-0.98
1902900,-1.0
1903000,-0.96
1903100,-0.98
1903200,-1.0
1903300,-0.94
1903400,-0.98
1903500,-0.98
1903600,-0.94
1903700,-0.92
1903800,-0.86
1903900,-1.0
1904000,-1.0
1904100,-1.0
1904200,-0.96
1904300,-0.96
1904400,-0.92
1904500,-0.96
1904600,-0.98
1904700,-0.98
1904800,-0.94
1904900,-0.98
1905000,-0.92
1905100,-0.96
1905200,-0.98
1905300,-0.96
1905400,-0.98
1905500,-0.98
1905600,-0.96
1905700,-0.96
1905800,-0.92
1905900,-1.0
1906000,-0.98
1906100,-0.98
1906200,-0.98
1906300,-0.92
1906400,-1.0
1906500,-0.98
1906600,-0.98
1906700,-0.98
1906800,-0.98
1906900,-0.98
1907000,-1.0
1907100,-0.96
1907200,-0.92
1907300,-1.0
1907400,-0.98
1907500,-1.0
1907600,-0.98
1907700,-1.0
1907800,-1.0
1907900,-0.98
1908000,-1.0
1908100,-0.92
1908200,-0.96
1908300,-0.98
1908400,-0.82
1908500,-0.92
1908600,-1.0
1908700,-1.0
1908800,-0.98
1908900,-0.98
1909000,-0.96
1909100,-0.96
1909200,-0.98
1909300,-1.0
1909400,-1.0
1909500,-0.94
1909600,-0.98
1909700,-0.98
1909800,-1.0
1909900,-0.98
1910000,-1.0
1910100,-0.98
1910200,-0.96
1910300,-0.94
1910400,-0.98
1910500,-1.0
1910600,-1.0
1910700,-0.98
1910800,-0.96
1910900,-0.98
1911000,-0.84
1911100,-0.96
1911200,-1.0
1911300,-0.94
1911400,-0.86
1911500,-0.94
1911600,-0.98
1911700,-0.98
1911800,-1.0
1911900,-0.92
1912000,-0.84
1912100,-0.98
1912200,-0.98
1912300,-0.98
1912400,-0.98
1912500,-0.98
1912600,-0.94
1912700,-0.94
1912800,-0.98
1912900,-0.96
1913000,-0.96
1913100,-0.98
1913200,-0.98
1913300,-1.0
1913400,-1.0
1913500,-0.96
1913600,-0.98
1913700,-0.98
1913800,-0.98
1913900,-0.96
1914000,-0.94
1914100,-0.98
1914200,-1.0
1914300,-0.96
1914400,-0.94
1914500,-0.98
1914600,-1.0
1914700,-0.98
1914800,-0.9
1914900,-0.98
1915000,-0.96
1915100,-0.96
1915200,-0.98
1915300,-1.0
1915400,-0.98
1915500,-0.88
1915600,-1.0
1915700,-0.98
1915800,-0.96
1915900,-0.92
1916000,-0.96
1916100,-1.0
1916200,-0.98
1916300,-1.0
1916400,-0.98
1916500,-0.96
1916600,-0.96
1916700,-1.0
1916800,-0.98
1916900,-1.0
1917000,-1.0
1917100,-0.96
1917200,-0.98
1917300,-0.98
1917400,-0.98
1917500,-1.0
1917600,-1.0
1917700,-0.96
1917800,-0.98
1917900,-0.98
1918000,-1.0
1918100,-0.96
1918200,-0.98
1918300,-0.98
1918400,-0.9
1918500,-1.0
1918600,-1.0
1918700,-1.0
1918800,-0.92
1918900,-0.94
1919000,-0.98
1919100,-0.98
1919200,-1.0
1919300,-1.0
1919400,-0.92
1919500,-0.96
1919600,-1.0
1919700,-1.0
1919800,-0.92
1919900,-1.0
1920000,-0.98
1920100,-0.98
1920200,-0.96
1920300,-0.96
1920400,-1.0
1920500,-0.94
1920600,-1.0
1920700,-0.9
1920800,-0.92
1920900,-0.96
1921000,-1.0
1921100,-0.98
1921200,-0.98
1921300,-1.0
1921400,-0.98
1921500,-0.98
1921600,-0.88
1921700,-0.98
1921800,-0.98
1921900,-1.0
1922000,-0.96
1922100,-0.98
1922200,-1.0
1922300,-0.94
1922400,-0.9
1922500,-0.96
1922600,-1.0
1922700,-0.98
1922800,-0.94
1922900,-0.98
1923000,-0.98
1923100,-0.9
1923200,-1.0
1923300,-0.94
1923400,-0.98
1923500,-0.96
1923600,-0.96
1923700,-0.98
1923800,-0.9
1923900,-1.0
1924000,-0.98
1924100,-1.0
1924200,-0.98
1924300,-1.0
1924400,-1.0
1924500,-0.98
1924600,-0.94
1924700,-0.96
1924800,-0.96
1924900,-0.94
1925000,-1.0
1925100,-0.96
1925200,-1.0
1925300,-0.96
1925400,-1.0
1925500,-0.98
1925600,-0.94
1925700,-0.98
1925800,-0.96
1925900,-1.0
1926000,-0.84
1926100,-0.98
1926200,-1.0
1926300,-0.96
1926400,-0.98
1926500,-0.96
1926600,-1.0
1926700,-0.98
1926800,-1.0
1926900,-0.96
1927000,-0.9
1927100,-1.0
1927200,-0.98
1927300,-1.0
1927400,-0.98
1927500,-0.98
1927600,-0.98
1927700,-1.0
1927800,-0.92
1927900,-0.9
1928000,-1.0
1928100,-0.9
1928200,-0.88
1928300,-1.0
1928400,-1.0
1928500,-1.0
1928600,-0.94
1928700,-0.96
1928800,-1.0
1928900,-0.92
1929000,-0.94
1929100,-0.94
1929200,-0.98
1929300,-1.0
1929400,-1.0
1929500,-0.96
1929600,-1.0
1929700,-0.98
1929800,-0.98
1929900,-0.98
1930000,-1.0
1930100,-0.98
1930200,-0.92
1930300,-0.98
1930400,-0.96
1930500,-1.0
1930600,-0.98
1930700,-0.9
1930800,-0.9
1930900,-1.0
1931000,-1.0
1931100,-0.96
1931200,-0.98
1931300,-0.94
1931400,-1.0
1931500,-0.96
1931600,-1.0
1931700,-0.98
1931800,-1.0
1931900,-0.96
1932000,-0.96
1932100,-0.96
1932200,-0.96
1932300,-1.0
1932400,-0.96
1932500,-1.0
1932600,-1.0
1932700,-0.98
1932800,-0.98
1932900,-0.96
1933000,-1.0
1933100,-1.0
1933200,-0.94
1933300,-0.98
1933400,-0.88
1933500,-0.94
1933600,-0.8
1933700,-0.98
1933800,-1.0
1933900,-0.96
1934000,-1.0
1934100,-0.98
1934200,-0.94
1934300,-0.96
1934400,-0.96
1934500,-1.0
1934600,-0.94
1934700,-1.0
1934800,-1.0
1934900,-1.0
1935000,-0.98
1935100,-1.0
1935200,-0.94
1935300,-0.94
1935400,-0.98
1935500,-1.0
1935600,-1.0
1935700,-0.98
1935800,-0.96
1935900,-0.98
1936000,-1.0
1936100,-0.98
1936200,-1.0
1936300,-1.0
1936400,-1.0
1936500,-0.94
1936600,-0.98
1936700,-1.0
1936800,-0.92
1936900,-0.98
1937000,-0.96
1937100,-0.92
1937200,-0.84
1937300,-0.92
1937400,-0.96
1937500,-0.98
1937600,-0.96
1937700,-0.96
1937800,-1.0
1937900,-0.92
1938000,-1.0
1938100,-0.96
1938200,-0.92
1938300,-0.96
1938400,-0.98
1938500,-1.0
1938600,-1.0
1938700,-0.92
1938800,-0.98
1938900,-0.9
1939000,-0.96
1939100,-1.0
1939200,-0.98
1939300,-0.98
1939400,-0.88
1939500,-0.96
1939600,-1.0
1939700,-0.92
1939800,-0.94
1939900,-0.96
1940000,-0.98
1940100,-1.0
1940200,-1.0
1940300,-0.98
1940400,-0.96
1940500,-1.0
1940600,-0.98
1940700,-0.96
1940800,-1.0
1940900,-0.96
1941000,-1.0
1941100,-0.94
1941200,-0.98
1941300,-0.98
1941400,-0.98
1941500,-0.94
1941600,-0.96
1941700,-1.0
1941800,-0.98
1941900,-1.0
1942000,-0.86
1942100,-0.96
1942200,-0.96
1942300,-0.96
1942400,-0.94
1942500,-0.96
1942600,-1.0
1942700,-1.0
1942800,-1.0
1942900,-1.0
1943000,-1.0
1943100,-1.0
1943200,-1.0
1943300,-1.0
1943400,-1.0
1943500,-0.96
1943600,-1.0
1943700,-1.0
1943800,-0.98
1943900,-0.9
1944000,-0.98
1944100,-0.96
1944200,-1.0
1944300,-0.9
1944400,-0.9
1944500,-1.0
1944600,-1.0
1944700,-0.98
1944800,-0.98
1944900,-0.98
1945000,-0.96
1945100,-0.98
1945200,-0.98
1945300,-0.98
1945400,-1.0
1945500,-1.0
1945600,-0.94
1945700,-0.96
1945800,-0.98
1945900,-0.9
1946000,-0.96
1946100,-0.92
1946200,-0.9
1946300,-1.0
1946400,-1.0
1946500,-1.0
1946600,-1.0
1946700,-0.98
1946800,-0.98
1946900,-0.96
1947000,-1.0
1947100,-1.0
1947200,-0.64
1947300,-0.98
1947400,-0.94
1947500,-0.96
1947600,-0.98
1947700,-0.98
1947800,-0.96
1947900,-0.94
1948000,-1.0
1948100,-1.0
1948200,-0.98
1948300,-1.0
1948400,-0.98
1948500,-1.0
1948600,-0.98
1948700,-0.98
1948800,-1.0
1948900,-1.0
1949000,-0.98
1949100,-1.0
1949200,-1.0
1949300,-1.0
1949400,-0.98
1949500,-1.0
1949600,-0.98
1949700,-0.96
1949800,-1.0
1949900,-1.0
1950000,-0.96
1950100,-1.0
1950200,-1.0
1950300,-0.92
1950400,-1.0
1950500,-0.98
1950600,-1.0
1950700,-1.0
1950800,-1.0
1950900,-0.96
1951000,-0.86
1951100,-0.98
1951200,-1.0
1951300,-1.0
1951400,-0.96
1951500,-1.0
1951600,-0.94
1951700,-0.98
1951800,-1.0
1951900,-1.0
1952000,-0.96
1952100,-0.98
1952200,-0.98
1952300,-1.0
1952400,-1.0
1952500,-1.0
1952600,-0.98
1952700,-1.0
1952800,-0.98
1952900,-1.0
1953000,-1.0
1953100,-0.98
1953200,-0.94
1953300,-0.98
1953400,-1.0
1953500,-0.98
1953600,-0.96
1953700,-0.98
1953800,-0.94
1953900,-1.0
1954000,-0.98
1954100,-1.0
1954200,-0.98
1954300,-0.98
1954400,-0.92
1954500,-0.96
1954600,-0.94
1954700,-0.96
1954800,-0.96
1954900,-1.0
1955000,-0.98
1955100,-0.98
1955200,-1.0
1955300,-0.92
1955400,-0.94
1955500,-1.0
1955600,-1.0
1955700,-0.96
1955800,-1.0
1955900,-0.96
1956000,-1.0
1956100,-1.0
1956200,-0.98
1956300,-0.98
1956400,-0.98
1956500,-0.96
1956600,-0.88
1956700,-0.96
1956800,-0.96
1956900,-0.98
1957000,-0.98
1957100,-0.86
1957200,-0.98
1957300,-0.94
1957400,-1.0
1957500,-0.98
1957600,-0.98
1957700,-0.98
1957800,-0.98
1957900,-0.98
1958000,-0.94
1958100,-0.98
1958200,-0.96
1958300,-1.0
1958400,-0.98
1958500,-0.98
1958600,-1.0
1958700,-1.0
1958800,-1.0
1958900,-0.98
1959000,-1.0
1959100,-1.0
1959200,-0.98
1959300,-1.0
1959400,-1.0
1959500,-1.0
1959600,-1.0
1959700,-0.98
1959800,-0.96
1959900,-1.0
1960000,-1.0
1960100,-1.0
1960200,-0.94
1960300,-0.96
1960400,-0.96
1960500,-0.94
1960600,-0.98
1960700,-1.0
1960800,-0.74
1960900,-0.98
1961000,-0.98
1961100,-1.0
1961200,-0.98
1961300,-0.9
1961400,-0.96
1961500,-0.92
1961600,-0.98
1961700,-1.0
1961800,-0.96
1961900,-1.0
1962000,-1.0
1962100,-0.96
1962200,-0.94
1962300,-0.98
1962400,-0.98
1962500,-0.98
1962600,-0.94
1962700,-0.98
1962800,-1.0
1962900,-0.98
1963000,-0.9
1963100,-0.98
1963200,-0.98
1963300,-0.98
1963400,-0.98
1963500,-0.96
1963600,-0.98
1963700,-1.0
1963800,-0.98
1963900,-0.96
1964000,-0.94
1964100,-1.0
1964200,-0.96
1964300,-1.0
1964400,-0.96
1964500,-1.0
1964600,-1.0
1964700,-0.98
1964800,-0.96
1964900,-0.92
1965000,-0.96
1965100,-0.92
1965200,-0.92
1965300,-1.0
1965400,-0.94
1965500,-0.98
1965600,-0.98
1965700,-0.96
1965800,-0.98
1965900,-1.0
1966000,-0.88
1966100,-0.88
1966200,-0.98
1966300,-0.96
1966400,-1.0
1966500,-0.94
1966600,-1.0
1966700,-0.88
1966800,-0.98
1966900,-0.96
1967000,-0.98
1967100,-1.0
1967200,-0.92
1967300,-0.92
1967400,-1.0
1967500,-0.94
1967600,-0.98
1967700,-1.0
1967800,-1.0
1967900,-0.98
1968000,-1.0
1968100,-0.98
1968200,-1.0
1968300,-1.0
1968400,-0.92
1968500,-0.9
1968600,-0.96
1968700,-0.96
1968800,-0.96
1968900,-1.0
1969000,-0.98
1969100,-0.92
1969200,-0.96
1969300,-0.98
1969400,-0.92
1969500,-0.98
1969600,-0.94
1969700,-1.0
1969800,-0.96
1969900,-0.96
1970000,-0.94
1970100,-0.96
1970200,-1.0
1970300,-0.98
1970400,-0.98
1970500,-1.0
1970600,-0.96
1970700,-1.0
1970800,-0.96
1970900,-0.98
1971000,-0.98
1971100,-0.96
1971200,-0.98
1971300,-0.96
1971400,-0.96
1971500,-0.98
1971600,-0.98
1971700,-1.0
1971800,-1.0
1971900,-0.96
1972000,-0.94
1972100,-0.9
1972200,-0.78
1972300,-0.96
1972400,-0.96
1972500,-1.0
1972600,-0.94
1972700,-1.0
1972800,-0.98
1972900,-0.96
1973000,-0.98
1973100,-0.94
1973200,-0.9
1973300,-0.96
1973400,-0.98
1973500,-1.0
1973600,-0.96
1973700,-0.9
1973800,-0.94
1973900,-1.0
1974000,-0.92
1974100,-0.96
1974200,-0.92
1974300,-0.94
1974400,-0.98
1974500,-0.94
1974600,-1.0
1974700,-0.96
1974800,-0.98
1974900,-1.0
1975000,-1.0
1975100,-0.98
1975200,-1.0
1975300,-1.0
1975400,-1.0
1975500,-1.0
1975600,-0.98
1975700,-0.96
1975800,-1.0
1975900,-0.96
1976000,-0.96
1976100,-1.0
1976200,-1.0
1976300,-1.0
1976400,-0.98
1976500,-0.9
1976600,-0.9
1976700,-0.98
1976800,-0.98
1976900,-0.98
1977000,-1.0
1977100,-1.0
1977200,-1.0
1977300,-1.0
1977400,-0.96
1977500,-0.96
1977600,-0.98
1977700,-1.0
1977800,-0.98
1977900,-0.9
1978000,-0.98
1978100,-0.96
1978200,-0.98
1978300,-0.92
1978400,-0.96
1978500,-1.0
1978600,-0.98
1978700,-1.0
1978800,-0.98
1978900,-0.98
1979000,-1.0
1979100,-0.96
1979200,-0.94
1979300,-0.94
1979400,-0.94
1979500,-1.0
1979600,-1.0
1979700,-1.0
1979800,-0.94
1979900,-1.0
1980000,-0.9
1980100,-0.88
1980200,-1.0
1980300,-0.96
1980400,-1.0
1980500,-1.0
1980600,-0.96
1980700,-0.88
1980800,-0.96
1980900,-1.0
1981000,-0.98
1981100,-0.98
1981200,-0.94
1981300,-0.92
1981400,-0.98
1981500,-0.96
1981600,-1.0
1981700,-0.96
1981800,-0.94
1981900,-1.0
1982000,-1.0
1982100,-0.9
1982200,-0.94
1982300,-0.98
1982400,-0.92
1982500,-0.94
1982600,-1.0
1982700,-0.98
1982800,-1.0
1982900,-1.0
1983000,-1.0
1983100,-1.0
1983200,-1.0
1983300,-0.96
1983400,-1.0
1983500,-0.9
1983600,-0.94
1983700,-0.98
1983800,-0.96
1983900,-0.94
1984000,-1.0
1984100,-0.96
1984200,-0.98
1984300,-0.96
1984400,-0.96
1984500,-0.94
1984600,-0.9
1984700,-0.98
1984800,-1.0
1984900,-0.98
1985000,-1.0
1985100,-1.0
1985200,-0.96
1985300,-0.94
1985400,-1.0
1985500,-1.0
1985600,-0.96
1985700,-0.96
1985800,-0.98
1985900,-0.96
1986000,-0.98
1986100,-0.9
1986200,-0.96
1986300,-0.96
1986400,-1.0
1986500,-0.98
1986600,-1.0
1986700,-0.96
1986800,-1.0
1986900,-0.78
1987000,-0.96
1987100,-0.98
1987200,-0.96
1987300,-0.98
1987400,-0.96
1987500,-0.98
1987600,-0.94
1987700,-0.98
1987800,-0.98
1987900,-0.96
1988000,-0.92
1988100,-1.0
1988200,-0.96
1988300,-1.0
1988400,-0.92
1988500,-0.98
1988600,-0.94
1988700,-0.88
1988800,-0.94
1988900,-1.0
1989000,-0.96
1989100,-0.88
1989200,-0.98
1989300,-0.98
1989400,-1.0
1989500,-1.0
1989600,-1.0
1989700,-1.0
1989800,-0.98
1989900,-0.98
1990000,-1.0
1990100,-0.98
1990200,-0.96
1990300,-0.98
1990400,-0.98
1990500,-0.98
1990600,-0.78
1990700,-0.98
1990800,-0.98
1990900,-0.98
1991000,-0.96
1991100,-0.92
1991200,-0.96
1991300,-0.98
1991400,-0.96
1991500,-0.96
1991600,-0.9
1991700,-0.98
1991800,-1.0
1991900,-1.0
1992000,-0.98
1992100,-0.92
1992200,-0.96
1992300,-0.96
1992400,-0.98
1992500,-0.98
1992600,-1.0
1992700,-1.0
1992800,-0.98
1992900,-0.96
1993000,-0.98
1993100,-0.92
1993200,-0.98
1993300,-1.0
1993400,-0.98
1993500,-1.0
1993600,-1.0
1993700,-0.9
1993800,-0.96
1993900,-0.96
1994000,-1.0
1994100,-0.98
1994200,-0.98
1994300,-0.96
1994400,-0.94
1994500,-0.98
1994600,-0.98
1994700,-0.98
1994800,-0.86
1994900,-0.9
1995000,-0.96
1995100,-0.94
1995200,-0.96
1995300,-1.0
1995400,-0.96
1995500,-0.94
1995600,-1.0
1995700,-1.0
1995800,-1.0
1995900,-1.0
1996000,-1.0
1996100,-0.96
1996200,-0.94
1996300,-1.0
1996400,-0.98
1996500,-0.9
1996600,-0.94
1996700,-1.0
1996800,-0.98
1996900,-0.96
1997000,-0.98
1997100,-1.0
1997200,-0.98
1997300,-1.0
1997400,-0.98
1997500,-0.98
1997600,-0.98
1997700,-0.96
1997800,-0.96
1997900,-0.98
1998000,-1.0
1998100,-0.96
1998200,-0.96
1998300,-0.98
1998400,-0.98
1998500,-1.0
1998600,-1.0
1998700,-0.92
1998800,-0.96
1998900,-1.0
1999000,-0.96
1999100,-0.98
1999200,-0.86
1999300,-0.98
1999400,-0.94
1999500,-1.0
1999600,-0.98
1999700,-1.0
1999800,-0.86
1999900,-0.94
2000000,-1.0
2000100,-0.98
2000200,-0.96
2000300,-0.88
2000400,-0.96
2000500,-1.0
2000600,-0.98
2000700,-0.98
2000800,-0.96
2000900,-0.98
2001000,-0.98
2001100,-1.0
2001200,-1.0
2001300,-0.96
2001400,-0.96
2001500,-0.94
2001600,-0.98
2001700,-0.98
2001800,-0.98
2001900,-0.96
2002000,-1.0
2002100,-0.98
2002200,-0.98
2002300,-0.98
2002400,-0.84
2002500,-0.98
2002600,-1.0
2002700,-0.98
2002800,-0.98
2002900,-0.96
2003000,-1.0
2003100,-1.0
2003200,-0.98
2003300,-1.0
2003400,-0.98
2003500,-0.98
2003600,-0.94
2003700,-0.96
2003800,-0.94
2003900,-1.0
2004000,-1.0
2004100,-0.96
2004200,-0.9
2004300,-1.0
2004400,-0.96
2004500,-0.98
2004600,-0.94
2004700,-0.92
2004800,-1.0
2004900,-0.98
2005000,-0.96
2005100,-0.98
2005200,-0.98
2005300,-1.0
2005400,-1.0
2005500,-0.94
2005600,-1.0
2005700,-1.0
2005800,-1.0
2005900,-0.92
2006000,-0.96
2006100,-0.94
2006200,-1.0
2006300,-1.0
2006400,-0.98
2006500,-1.0
2006600,-0.98
2006700,-0.92
2006800,-1.0
2006900,-0.98
2007000,-1.0
2007100,-0.84
2007200,-0.96
2007300,-0.98
2007400,-0.94
2007500,-0.98
2007600,-1.0
2007700,-0.96
2007800,-0.96
2007900,-1.0
2008000,-1.0
2008100,-1.0
2008200,-1.0
2008300,-0.98
2008400,-0.84
2008500,-1.0
2008600,-0.96
2008700,-1.0
2008800,-0.96
2008900,-0.96
2009000,-0.98
2009100,-1.0
2009200,-0.92
2009300,-0.98
2009400,-0.96
2009500,-0.94
2009600,-1.0
2009700,-0.98
2009800,-1.0
2009900,-0.98
2010000,-0.98
2010100,-0.96
2010200,-0.98
2010300,-0.98
2010400,-0.98
2010500,-0.92
2010600,-0.98
2010700,-0.98
2010800,-0.92
2010900,-0.94
2011000,-0.98
2011100,-0.98
2011200,-0.96
2011300,-0.94
2011400,-0.98
2011500,-0.92
2011600,-0.94
2011700,-0.94
2011800,-1.0
2011900,-0.98
2012000,-1.0
2012100,-0.96
2012200,-0.96
2012300,-1.0
2012400,-0.96
2012500,-0.98
2012600,-1.0
2012700,-0.98
2012800,-1.0
2012900,-0.96
2013000,-0.94
2013100,-0.94
2013200,-0.98
2013300,-1.0
2013400,-1.0
2013500,-1.0
2013600,-0.98
2013700,-1.0
2013800,-0.98
2013900,-0.98
2014000,-0.92
2014100,-0.98
2014200,-0.98
2014300,-0.98
2014400,-0.98
2014500,-1.0
2014600,-0.9
2014700,-0.94
2014800,-0.96
2014900,-0.98
2015000,-0.98
2015100,-1.0
2015200,-0.9
2015300,-1.0
2015400,-0.98
2015500,-0.98
2015600,-0.94
2015700,-1.0
2015800,-1.0
2015900,-0.92
2016000,-1.0
2016100,-0.94
2016200,-0.98
2016300,-0.98
2016400,-1.0
2016500,-0.98
2016600,-0.94
2016700,-0.96
2016800,-0.94
2016900,-0.92
2017000,-0.9
2017100,-0.96
2017200,-0.98
2017300,-0.96
2017400,-0.96
2017500,-0.98
2017600,-0.96
2017700,-0.96
2017800,-0.94
2017900,-0.88
2018000,-1.0
2018100,-0.96
2018200,-1.0
2018300,-1.0
2018400,-0.98
2018500,-0.96
2018600,-0.94
2018700,-0.98
2018800,-1.0
2018900,-1.0
2019000,-1.0
2019100,-1.0
2019200,-1.0
2019300,-0.98
2019400,-1.0
2019500,-0.98
2019600,-1.0
2019700,-0.98
2019800,-0.9
2019900,-1.0
2020000,-1.0
2020100,-0.96
2020200,-1.0
2020300,-1.0
2020400,-1.0
2020500,-0.98
2020600,-0.86
2020700,-0.94
2020800,-0.98
2020900,-0.98
2021000,-0.98
2021100,-1.0
2021200,-0.94
2021300,-1.0
2021400,-0.98
2021500,-0.98
2021600,-1.0
2021700,-0.98
2021800,-0.98
2021900,-1.0
2022000,-0.94
2022100,-0.96
2022200,-0.96
2022300,-0.98
2022400,-1.0
2022500,-0.98
2022600,-1.0
2022700,-1.0
2022800,-0.98
2022900,-0.96
2023000,-1.0
2023100,-0.94
2023200,-0.96
2023300,-0.96
2023400,-1.0
2023500,-0.92
2023600,-1.0
2023700,-0.98
2023800,-1.0
2023900,-0.96
2024000,-0.94
2024100,-1.0
2024200,-0.96
2024300,-1.0
2024400,-0.74
2024500,-0.98
2024600,-1.0
2024700,-0.98
2024800,-0.98
2024900,-0.94
2025000,-0.94
2025100,-0.94
2025200,-0.96
2025300,-0.88
2025400,-0.98
2025500,-0.96
2025600,-1.0
