 MCS, m
      121900 ,  0.939999998    
      122000 ,   1.00000000    
      122100 ,  0.959999979    
      122200 ,  0.899999976    
      122300 ,  0.920000017    
      122400 ,  0.959999979    
      122500 ,  0.939999998    
      122600 ,   1.00000000    
      122700 ,   1.00000000    
      122800 ,  0.980000019    
      122900 ,   1.00000000    
      123000 ,  0.959999979    
      123100 ,   1.00000000    
      123200 ,  0.980000019    
      123300 ,  0.980000019    
      123400 ,  0.980000019    
      123500 ,  0.980000019    
      123600 ,  0.980000019    
      123700 ,  0.959999979    
      123800 ,  0.939999998    
      123900 ,  0.980000019    
      124000 ,   1.00000000    
      124100 ,   1.00000000    
      124200 ,   1.00000000    
      124300 ,  0.939999998    
      124400 ,  0.980000019    
      124500 ,   1.00000000    
      124600 ,  0.980000019    
      124700 ,   1.00000000    
      124800 ,  0.939999998    
      124900 ,  0.879999995    
      125000 ,  0.980000019    
      125100 ,  0.920000017    
      125200 ,  0.980000019    
      125300 ,  0.980000019    
      125400 ,  0.959999979    
      125500 ,   1.00000000    
      125600 ,  0.980000019    
      125700 ,  0.959999979    
      125800 ,   1.00000000    
      125900 ,   1.00000000    
      126000 ,  0.939999998    
      126100 ,  0.980000019    
      126200 ,  0.899999976    
      126300 ,  0.959999979    
      126400 ,  0.959999979    
      126500 ,   1.00000000    
      126600 ,  0.980000019    
      126700 ,   1.00000000    
      126800 ,  0.959999979    
      126900 ,  0.920000017    
      127000 ,  0.920000017    
      127100 ,  0.980000019    
      127200 ,   1.00000000    
      127300 ,  0.959999979    
      127400 ,   1.00000000    
      127500 ,   1.00000000    
      127600 ,   1.00000000    
      127700 ,   1.00000000    
      127800 ,   1.00000000    
      127900 ,  0.939999998    
      128000 ,  0.980000019    
      128100 ,  0.980000019    
      128200 ,  0.959999979    
      128300 ,  0.959999979    
      128400 ,   1.00000000    
      128500 ,  0.959999979    
      128600 ,   1.00000000    
      128700 ,  0.980000019    
      128800 ,  0.939999998    
      128900 ,  0.980000019    
      129000 ,  0.959999979    
      129100 ,   1.00000000    
      129200 ,  0.959999979    
      129300 ,  0.980000019    
      129400 ,   1.00000000    
      129500 ,  0.980000019    
      129600 ,  0.959999979    
      129700 ,   1.00000000    
